"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","cr-helpful-text","a-size-base 5","a-size-base href 2","a-size-base 6","review-comment-count","a-alert-heading"
"浜田山","5.0 颗星，最多 5 颗星","中国はこのままではほぼ間違いなく中所得国の罠に陥り長期に渡って経済が低迷する","2022年4月11日 在日本审核","已确认购买","スタンフォード大学のスコット・ロゼール教授が中心になって、長年、中国の、特に地方の貧困地域の児童の置かれている状況を,教育を中心に研究しているチーム（REAP：Rural Education Action Program)の活動成果を基に問題提起している報告書。The Economist誌が毎年発表している「今年の読むべき本」にリストアップされていたので読んでみたもの。【中所得国の罠】経済成長の波に乗って、それまで好調に推移してきた低開発国の経済が、その所得が1万ドル近辺に達した途端、それまでの高度経済成長が終焉して、一転して経済が不調に転じ、なかなか成長の軌道に復帰できないことを「中所得国の罠」と呼ぶが、このままでは中国は間違いなくこと罠にはまると本書は警告する。中国の経済成長は、低賃金を武器に単純労働（農業、漁業のような一次経済や、低付加価値の製品の製造や建設作業のような肉体労働）を世界中から取り込むことによって実現した。こうした労働は、農村部から都市部に労働人口が移動することによって支えられていたが、中国の場合、この農村部の余剰人口は非常に多かった為、この人口移動が非常に大規模で、かつ長期間に渡って続いた為、いわゆる「ルイスの転換点（農村部の余剰人口が枯渇し、都市部の労働賃金上昇が始まること）」がなかなか到来しなかったが、2005年に、ついにこの労働賃金の上昇が中国でも始まった。労働賃金の上昇が始まると、もはや中国は今までのように海外からの投資を吸引し続けることは出来ない。むしろ海外資本は中国から資本を引きあげ、より賃金が安く労働の質が良い別の国に工場を移すようになる。そうなると中国の工場労働者は失業を余儀なくされる。都市での仕事がなくなっても、中国の労働者は出身地の農村部に戻る（Ｉターン）ことが出来ない。中国農民の一人当たり農地面積は非常に小さく、農業は基本的に儲からない構造になっている。単純労働のもうひとつの吸収先が建設作業だが、これもインフラ工事の飽和により、今までのような工事の拡大が見込めなくなった。起死回生の措置として導入された一帯一路も、「労働者を中国から連れてくるとは何事だ」と反発する国も多く、思うように進んでいない。【見えない中国（Ｉｎｖｉｓｉｂｌｅ　Ｃｈｉｎａ）】中国というと、国内を縦横に走る新幹線、高速道路や都市に林立する高層ビルを連想しがちだが、こうした経済成長の成果を誇示するようなVisible Chinaの陰で、発展から取り残されたInvisible Chinaが存在する。中国の地方農村部や山間部の村落である。こうした発展から取り残された地域に外国人が足を踏み入れることは、ほとんどない。しかし、中国の人口の65％強は今でも農村部に存在し、都市人口は全体の35％弱に過ぎない。このInvisible Chinaを制度的に固定する、世界でも稀なひどい制度が中国には存在する。戸籍制度（戸口制度、Hukou）である。中国では都市戸籍と農村戸籍が厳格に区別され、今でもこの戸籍の壁を越えて農村から都市に戸籍を移すことは非常に難しい。大量の労働者が農村部から都市に出稼ぎに出ているが、こうした農村部に戸籍を持つ労働者は、病院も、また家族の教育も、本来の戸籍地以外で受けることは出来ない。だから出稼ぎ労働者は子弟を故郷の親戚に預けて、長期間離れ離れで暮らすか、費用が高い割には質の低い都市部の私立学校に子どもを入れるしか選択肢が無い。農村戸籍を持つ家庭の子女は、そのスタート地点から、良質の公共教育を受ける道を閉ざされている。中国の大学新卒者は（大学の定義によるが）、毎年1500万人～2000万人いる。これだけでもすごい数字だが、更に欧米の大学・大学院に大量の留学生を送り出している。問題は、これらはすべて基本的には都市戸籍の子弟で、農村戸籍の子弟には、こうした高学歴への階梯は、初めから閉ざされているところにある。それは進学率に表れていて、中国の大学進学率は15％。高卒以上でも30％である。諸外国の経験では、高卒以上の進学率を最低でも50％にまで引き上げないと、中所得国の罠にはまるとされている。なぜ、そうなるのか。メキシコを例に説明しよう。【メキシコの事例】1990年代はメキシコにとって黄金の時代だった。アメリカとの国境沿いに展開したマキラドーラ地区に世界中から資本が殺到し、メキシコの高度経済成長が始まった。NAFTAの加盟が、この高度経済成長を加速させた。当時のメキシコ大統領は誇らしげに語った。「メキシコはManana（明日）の国である」と。ところが2000年を境にメキシコの高度成長に急ブレーキがかかる。中国がWTOに加盟し、大量の工場がメキシコから中国へ移転したことが大きいが、最大の問題は、メキシコが、より高度な産業構造にシフトすることに必要な人材（Human capital）の育成に失敗したことである。今でもそうだが、メキシコは非常な格差社会で、所得格差は教育格差に直結し、大量の単純労働従事者は輩出できても、より高度な判断を日常的に必要とする高卒以上の学歴を持つ人材の育成に失敗した。これがメキシコの産業構造の高度化を阻害した最大の要因で、単純労働に従事する労働者が中国労働者との競争に敗退すると、彼らを吸収する雇用先をメキシコ国内に見つけることは不可能になった。こうしてメキシコの先進国への仲間入りの夢は潰えた。希望が失われると、社会が不安定化し、治安が悪化した。失業した労働者を吸収したのが麻薬取引を行う反社会的勢力だったことが治安悪化を加速した。似たようなことはブラジルでも起きた。いずれの場合も、中所得国の罠に陥った最大の原因は、教育の普及の失敗が引き起こした人材育成の失敗だったと我々は見ている。【中国の見えない壁（Invisible Barriers）】李克強首相が「中国には月収千元（15000人）の人々が6億人いる」と述べたが、中国の農村部を詳しく調査すると、中国が、将来に備えて人材育成を行うことが非常に難しい困難な道であることが見えてくる。第一の壁が、中国では非常に多くの幼児が栄養失調状態にあるという紛れもない事実である。一見、どの子も丸々と太り、栄養が行き渡っているように見える。やせ衰えた、見た目に明らかな栄養失調の子供は、もはや中国の農村部にも、ほぼ全く存在しない。しかし、詳しく調査すると、その子供たちの多くが貧血状態（鉄分不足）に陥っていることが判明する。確かにカロリーは行き渡っている。コメや饅頭を大量に子供たちは摂取しているのは糖質ばかりで、鉄分をはじめとするビタミンなどの栄養素は、実は貧困地域に行けば行くほど摂取が十分ではない。幼少期、長期に渡って貧血状態が続くと、脳の発達が阻害されることが既に明らかになっている。この問題はサプリメントを供給すれば、たちどころに解決するのだが、中国の農村部では、サプリメントを忌避する傾向が顕著だ。第二の壁が、寄生虫（回虫）の蔓延だ。中国では、時に南部では回虫にほとんどの人間が感染しており、小腸に寄生する回虫が、せっかく摂取した貴重な栄養素を食い荒らし、栄養不足に陥った子供たちの健全な発達が阻害されている。これも「虫下し」を飲めばたちどころに解決する問題なのだが、中国の農村部では「回虫は体に良い（アレルギーを防ぐ等）という非科学的な迷信が信じられていて、虫下しの普及を阻害している。最後の壁が幼児近視の高さである。中国では、「12歳未満で眼鏡をかけることは、目を悪くし、視力を奪う」という非科学的な迷信が強く信じられていて、農村部では多くの子女が、強い近視であるにもかかわらず、メガネの着用を通じた視力矯正を受けられないでいる。そして科学的には何の根拠もない「視力回復に向けた目のマッサージ」が学校で広く行われ「この目のマッサージさえやっていれば視力はそのうち回復する」と強く信じられている。この結果、黒板の文字も、街の看板もきちんと見ることが出来ないまま12歳を迎える大量の子女がいる。視力の低下は知力の低下に直結する。REAPプログラムでは、中国農村部の子女への視力検査の実施と眼鏡の無償許与を実施している。自分にあった正しい眼鏡を装着したときに中国農村部の子女が示す「きちんとモノが見えた」ことに対する素直な喜びと笑顔は、我々の支援活動に対する最大の報酬のひとつだ。もうひとつ、多くの人が見落としがちだが、見落としてはならない重要な点がある。それは、中国の貧しい農村部では、そもそも親が子育てのやり方を知らないということだ。先進各国で新生児が生まれると、両親は何をするか。しきりに話かけ、いないいないバーをしては、子どもを笑わせようとする。幼児用のおもちゃを買い与え、遊ぶことを覚えさせようとする。同じことは中国の都市部の家庭でも当たり前のこととして行われている。これが中国の農村部では、基本的に行われていない。そもそも両親は都市に出稼ぎに行っていて農村部にはいない。子育てをするのは、祖父母や兄弟の役目となるのだが、彼らはおんぶひもで子供を背負って、一日中農作業や勉強をしている。こうしていれば、確かに安全ではあるのだが、子どもに話しかけたり、子どもと遊ぶということを彼らは基本的にしない。「なぜ子供に話しかけないのか」と尋ねると、「話かけても返事しないので、つまらないから」という答えが返ってくる。祖父母もそうやって育てられたし、それが当たり前だとみんなが思っている。しかし、これが重要な問題の原因となっている。乳幼児の知能は三歳までで決まってしまう。それまでに話かけ、読み聞かせを行わないと、言語能力の発達が遅れ、認知能力（Cognition）の発達が阻害される。農作業や工場労働のような単純作業に従事するならば、これでも済んでしまうのだが、絶えず変化する環境の中で、その都度変化に対応することが求められる高度な知的労働に従事することを求められる社会では、こうした子育て方法では、きちんとした人材育成は出来ないことになってしまう。【中国の教育制度と地方財政制度という壁】中国の教育制度は、大学進学を目指す進学校コースと、職業訓練校コースというツートラックシステムを取っている。これはドイツの制度に倣ったものだ。ドイツの職業訓練校では、カリキュラムの78％が一般教養で、進学校コースほどでは無いにせよ高度な知的訓練を施す内容になっている。中国ではそうなっていない。中国では高度な知的訓練は職業訓練校ではほとんど取り上げられず、自動車整備のような極めて実際的な職業訓練が行われる。これは見方を変えると、そうした職業が要らなくなった場合、全く他に応用が効かない、つぶしが効かない教育内容であることを示している。それに中国の学費は安くない。職業訓練校といえども、結構な学費を取る。すると何が起きるか。こんな学校で時間を潰しているより、現場に出て働いた方がずっとましだと高校を中退する生徒が大量に出てくるのである。中国の高卒以上の学歴がなかなか伸びない最大の原因がここにある。底辺校で学ぶことに喜びを感じられないだけでなく、経済的に見ても底辺校にいる理由が無いと多くの生徒が合理的に判断してしまうのだ。中国の教育は地方政府が面倒をみることになっている。地方政府にとっては教育にカネをかけるインセンティブが働かない。いくら教育にカネをかけ、その結果良い人材が育ったとしても、優秀な人材はみんな都会に出ていく。地方で働いて地方の財政に貢献する恩返しは、基本的に期待できない。教育は地方政府にとっては完全な持ち出しであり、しかもその成果が出てくるのは十年後、二十年後である。自分が地方政府にいるのは長くて数年である。教育制度をいくら良くしたとしても、自分の評価には絶対につながらない。それだったら、すぐに成果が出る橋とか道路を作る方が優先される。ほとんどの地方政府官僚は、こう考える。だから教師の待遇は改善されず、人材が集まらない。中央政府が旗を振って、教育に力を入れろと号令が出ても、校舎が立派になるだけで、中身の改善が伴わない。これが今の中国で実際に起きていることである。それに、仮に今の教育制度が劇的に改善されたとしても、その成果が出てくるのは20年後である。いま、既に成人し、働いている人たちの質的向上はどうやって実現するのだという重い課題がある。リカレント教育などというが、リカレント教育は世界的にどの国でもうまくいった事例はない。やはり高度な認知能力は幼児期に身に付けないと、後から補うことは非常に難しい。それで、取り残された単純作業しか出来ない大量の労働者に対する救済策として考案されたのが一帯一路構想だったのだが、前述の通り、一帯一路構想は諸外国で必ずしも歓迎されていないし、採算の合う巨大プロジェクトも、そう多いわけでもない。","报告","","","3 个人发现此评论有用","","","",""
"Vivian K Lockwood","5.0 颗星，最多 5 颗星","Thought provoking analysis of modern China's hidden flaws.","2022年1月7日 在英国审核","已确认购买","For anyone who has come to believe that the economic rise of China to world pre-eminence is inevitable this book is well worth a read. The authors examine the social, cultural and political flaws within the system that could well impact as the country moves away from a low wage economy to middle income status. The process has already started and maybe the Chinese system and society is so unable to respond to the challenges that it will eventually fail to reach its promise. That would affect us all, argue the authors.The evidence is well argued and coherent. It is not, however, exhaustive. There is little mention of how utterly corrupt the system is from top to bottom nor of the many barriers to employment and promotion which exist for Chinese workers unless they have 'connections', especially within the ruling communist party.It's a good read and well worth examination.","报告","","","","","","",""
"Michael Rooke","2.0 颗星，最多 5 颗星","A lengthy disposition, but not wide or deep","2020年11月8日 在英国审核","已确认购买","Three basic propositions are made in the course of this book. 1) millions of rural citizens are being left behind in China's economic development 2) the education of rural citizens is not a priority for China's leaders 3) the prescription of multi-vitamins would transform the health and intellect of the rural population.  Examples of these three propositions are made and repeated over and over in this over-long book.It is true that the pursuance of globalism has resulted in the off-shoring of 75 million jobs, by China, to places where it's cheaper and where environmental regulations are low - places like Ethiopa, Senegal and Kenya, who now have vast economies zones and factories.However, improving the education and health of the millions of urban poor in China so that they can aspire to be astronauts or computer whizz kids , and can join in the consumerism that is already destroying our planet, is simplistic in the extreme.I am sorry to say that this book informs to some degree (hence 2 stars) but offers no realistic insights into the future of China.","报告","","","1 个人发现此评论有用","","","",""
"Apicius","5.0 颗星，最多 5 颗星","Essential reading","2021年3月28日 在英国审核","已确认购买","Lucid, convincing and backed up by thorough research this is is an important book. As the author says from the outset, he is writing as a person deeply committed to China's wellbeing. The urban-rural divide is carefully researched but characterised by good examples. The education picture is invaluable not just for China - indeed this book could be seen as an international blueprint. 186 pages of lucid and convincing narrative analysis, 45 pages of backup notes and indexing. Good standalone, but excellent if written with other detail on China. Highly recommended.","报告","","","4 个人发现此评论有用","","","",""
"Celine","5.0 颗星，最多 5 颗星","Highly recommend","2020年11月8日 在法国审核","已确认购买","This book is co-authored by Professor Rozelle who has conducted extensive research on rural China for the last 40 years. Issues about rural China are not widely known outside of China, but they do give a measure of where China stands today: a middle-income country struggling to find its way towards prosperity. Brilliant book, very well articulated, I recommend it to anyone interested in knowing more about China.","报告","","","","","","",""
"Celine Wong","5.0 颗星，最多 5 颗星","Thoughtful book","2020年12月23日 在英国审核","已确认购买","Very thoughtful book.  Many issues have been exposed and problems solving plan has been listed. However, if the book does not dare to say that the most fundamental issue is the autocratic regime, which means very little and shallow.","报告","","","","","","",""
"Goldberg","5.0 颗星，最多 5 颗星","Sehr gute recherchiert","2021年3月14日 在德国审核","已确认购买","Hervorragende Recherche auf dem Land, mit Informaionen, die so nicht zugänglich sind. Absolut lesenswert!","报告","","","","","","",""
"Yuan","5.0 颗星，最多 5 颗星","C’est en bonne condition.","2021年7月16日 在法国审核","已确认购买","Bon livre.","报告","","","","","","",""
"","","","","","","","","","","","","",""
"wayne","5.0 颗星，最多 5 颗星","CHINA NO ES LO QUE PARECE","2021年3月30日 在西班牙审核","已确认购买","Un libro recomendable","报告","","","","","","",""
"Nicola","1.0 颗星，最多 5 颗星","libro sporco","2022年1月24日 在意大利审核","已确认购买","non è messo bene, è ammaccato è sporco, polverosissimo","报告","","","libro sporco","","non è messo bene, è ammaccato è sporco, polverosissimo","",""
"","","","","","","","","","","","","",""
