"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","cr-helpful-text","a-size-base 5","a-size-base href 2","a-size-base 6","review-comment-count","a-alert-heading"
"Alejandra Barrios","5.0 颗星，最多 5 颗星","Five Stars","2017年4月17日 在美国审核","已确认购买","Great!","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhNQvishFKZWrh4pOE%252F7CgnQRKYo%252FcTohn5Sv%252FPMy1YjAAAAAAGQvy50AAAAB%26reviewId%3DRW07OHIWSHEGA&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNQvishFKZWrh4pOE%2F7CgnQRKYo%2FcTohn5Sv%2FPMy1YjAAAAAAGQvy50AAAAB&reviewId=RW07OHIWSHEGA","","0","当前加载评论时遇到问题。请稍后再试。"
"Mario Paz","5.0 颗星，最多 5 颗星","Five Stars","2015年9月29日 在美国审核","已确认购买","A very good analysis of the PRC political system .","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhOA6q3TqXa2PocPSonCWk0zmMklg41jyVsNlYfBIQB8ZAAAAAGQvy50AAAAB%26reviewId%3DRN74KGHDOTS4P&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOA6q3TqXa2PocPSonCWk0zmMklg41jyVsNlYfBIQB8ZAAAAAGQvy50AAAAB&reviewId=RN74KGHDOTS4P","","0","当前加载评论时遇到问题。请稍后再试。"
"CG","5.0 颗星，最多 5 颗星","Five Stars","2015年4月17日 在美国审核","已确认购买","Most insiteful book on china I have ever read","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhLiXcQ9wzAgReADc%252F6RloGdI1R%252F7pBD0%252FgHZQPJ6V24zAAAAAGQvy50AAAAB%26reviewId%3DRD3JWA5YU6KUP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLiXcQ9wzAgReADc%2F6RloGdI1R%2F7pBD0%2FgHZQPJ6V24zAAAAAGQvy50AAAAB&reviewId=RD3JWA5YU6KUP","","0","当前加载评论时遇到问题。请稍后再试。"
"Luiz R. S. Candiota","5.0 颗星，最多 5 颗星","wonderfull reading","2010年7月30日 在美国审核","已确认购买","This is one book you can read, from beginning to end, and get original information abaout one of the most secret organization on earth !","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhPKdoLK%252FOyR3SjmGXQlqqVnqyqw51uiVkrCsDKreyLqoAAAAAGQvy50AAAAB%26reviewId%3DR2DHB9AB9AXDLN&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPKdoLK%2FOyR3SjmGXQlqqVnqyqw51uiVkrCsDKreyLqoAAAAAGQvy50AAAAB&reviewId=R2DHB9AB9AXDLN","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Honest Reviewer","5.0 颗星，最多 5 颗星","Five Stars","2016年6月8日 在美国审核","已确认购买","good book","4 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhK7LyUqsPMCiflAP7aN%252BJQnlwAVXkgWQ4kc1Z6e2vxdgAAAAAGQvy50AAAAB%26reviewId%3DR1HDAIUMRNVQOO&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hK7LyUqsPMCiflAP7aN%2BJQnlwAVXkgWQ4kc1Z6e2vxdgAAAAAGQvy50AAAAB&reviewId=R1HDAIUMRNVQOO","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Collin Spears","5.0 颗星，最多 5 颗星","Good detail of party control","2015年4月16日 在美国审核","已确认购买","a bit repetitive, but okay.","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhMTEGswrIu22MqrGhwUU3CTQA1yaKAGBVpt%252BFUM6OlYnAAAAAGQvy50AAAAB%26reviewId%3DR1D7U87F71GHIJ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMTEGswrIu22MqrGhwUU3CTQA1yaKAGBVpt%2BFUM6OlYnAAAAAGQvy50AAAAB&reviewId=R1D7U87F71GHIJ","","0","当前加载评论时遇到问题。请稍后再试。"
"Robin","5.0 颗星，最多 5 颗星","Five Stars","2015年3月30日 在美国审核","已确认购买","College Book for daughter","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJa8jq7xc8qVQImkuj23ayGh0C4YhtMpi3KU0AkIHcT1AAAAAGQvy50AAAAB%26reviewId%3DR3GE90AQ71PKUF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJa8jq7xc8qVQImkuj23ayGh0C4YhtMpi3KU0AkIHcT1AAAAAGQvy50AAAAB&reviewId=R3GE90AQ71PKUF","","0","当前加载评论时遇到问题。请稍后再试。"
"XiGua","1.0 颗星，最多 5 颗星","Does this author make this stuff up.","2014年5月10日 在美国审核","已确认购买","I had a hard time making it far in this book I ended up tossing it. He spends too much time discussing useless details.","1 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhDSgH4WZ%252BzFzzRNfQosF8ORgYtsKqWVc4C5iY56QQP9pAAAAAGQvy50AAAAB%26reviewId%3DR7EXDC3DQ5R9W&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDSgH4WZ%2BzFzzRNfQosF8ORgYtsKqWVc4C5iY56QQP9pAAAAAGQvy50AAAAB&reviewId=R7EXDC3DQ5R9W","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Duane McMullen","5.0 颗星，最多 5 颗星","A fascinating, informative look at the organism that controls one quarter of the world's population","2010年6月13日 在美国审核","","Through a series of anecdotes and interviews, largely drawn from his eight years in China as correspondent for 'The Financial Times', Richard McGregor illustrates 'the Party', a remarkable social organization which subordinates 1.3 billion people.It is a journalist's treatment rather than academic, so instead of explicitly offering analysis, Richard McGregor lets his interviews and stories largely speak for themselves.  This provides a range of interesting characters, quotes and anecdotes.  However, a side-effect is that many remarkable insights are either buried innocuously in the text or left to the reader's inference.  The story is no less fascinating for it.The picture that emerges is of a creative, adaptable, self-aware and resilient social network.  Made up of 75 million party members, one in twelve adult Chinese, this self-perpetuating elite has no legal form beyond a mention in the preamble to China's constitution.  The party exists outside the regular state apparatus and operates like a controller chip grafted into China's governing structures through party cells throughout government, the military, public companies and even private firms.Grounded in its near ubiquitous presence in the state, military, public and private spheres, the Party maintains its grip via a number of interconnected and synergistic processes.  Its personnel system allows any individual to be replaced, transferred or expelled at the will of the organism.  Party control of the military provides ultimate coercive sanction.  The Party's discipline system places members above the law even as it strengthens Party control of the behaviour of its members.  The propaganda department uses sophisticated story telling to sculpt the narrative around events to conform to the Party's best interests.Few join the party for ideological reasons.  Rather, achieving party status is to gain membership into an elite club which, provided you stay within its unwritten bounds and contribute to the goals of the organism, gives a member a form of immunity from the law and other powers and abilities not available to the average citizen.  In the corruption that is endemic in the system, everyone is guilty of something serious - from taking bribes, to tax evasion to sexual impropriety to failing to get proper permits.  Members that stray out of bounds need not be punished for the real fault, but instead for one of the many more routine transgressions that hang over the heads of almost all party members.  Were one not able to normally get away with routine transgressions, there would be little benefit to party membership.  Yet simply knowing that straying too far will result in being punished for something entirely different is enough to self-censor unwanted behaviours, in particular the unwritten ones.Self-reflexive and analytic, the party is alert to the internal and external dangers it faces and has proven able to respond to challenge with remarkable agility, creativity and effectiveness.Though the book is very much about the Party at present, in 2010, glimpses of party history serve to illustrate the nature of the organism and its ability to adapt and reinvent itself.For example, Richard McGregor declares a historic milestone the Party's peaceful and administrative transfer of power in 2002 to a new top grouping of apparatchiks.  For the first time in over 2000 years of Chinese history, China was no longer ruled by a single individual seen as a sort of a god.  Instead, the apex of China became a committee atop an organism which permeates into the whole society, with the next shifting of interchangable personalities at the top scheduled for 2012.In 1992, only ten years prior to the 2002 milestone, again demonstrating forward looking pragmatic realism, the party transformed itself on entrepreneurs - the most extreme enemies of communism - not just by allowing them to join the party, but by actively recruiting them.  Binding China's rapidly emerging entrepreneurial elites to the party provided benefits to both sides, allowing entrepreneurs more freedom from the stultifying strictures of dysfunctional state bureaucracy while reinforcing and renewing Party control on an element of Chinese society that may have come to threaten the Party's very existence.Prior to that, the shock of Tiananmen square and the fall of the former Soviet Bloc caused a wave of realistic threat assessment and self-reflection within the Party.  This lead to further creative and pragmatic changes, though not in the ways that analysts in the west might have guessed or hoped for.Given the importance of the Party in China and the growing importance of China in the world, it behooves us to better understand it.  Richard McGregor's fascinating and informative book is recommended reading for those interested in understanding not just the Party, but the modern China within which it operates.","125 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhI7DAASh4JKyfkahhdEyTFK9yGWfa2Qntm%252FCPHXe8saUAAAAAGQvy50AAAAB%26reviewId%3DR394O0I98IFL7H&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hI7DAASh4JKyfkahhdEyTFK9yGWfa2Qntm%2FCPHXe8saUAAAAAGQvy50AAAAB&reviewId=R394O0I98IFL7H","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Long Yingxian","5.0 颗星，最多 5 颗星","Five Stars","2014年9月2日 在美国审核","已确认购买","good deal","报告","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBcrQLkzq9N9RDnPGdfVNV089rg0FZbIGhRSbZIdABZ%252FAAAAAGQvy54AAAAB%26reviewId%3DR2SUM9SLYTD61B&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","显示条评论","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBcrQLkzq9N9RDnPGdfVNV089rg0FZbIGhRSbZIdABZ%2FAAAAAGQvy54AAAAB&reviewId=R2SUM9SLYTD61B","","0","当前加载评论时遇到问题。请稍后再试。"
"J. Michael Cole","4.0 颗星，最多 5 颗星","Deep inside the Chinese Communist Party","2010年11月7日 在美国审核","","The claim that the Chinese Communist Party (CCP) is misunderstood by outsiders has become something of a cliche recently, conferring upon the almost 80-year-old political organization an aura of impenetrability. This dearth of knowledge has slowly been remedied, however, with the publication in recent years of solid studies on the party's philosophy, modus operandi and ability to defy the odds by remaining in power.Two new books, The Party, by former Financial Times Beijing bureau chief Richard McGregor, and The Chinese Communist Party as Organizational Emperor, by National University of Singapore professor Zheng Yongnian, make important new contributions to our understanding of this most enigmatic of political parties.Though targeting very different audiences (McGregor's style is journalistic, whereas Zheng's is overly academic), the two works reach similar conclusions as to the CCP's strategies, conclusions that had already been proposed in David Shambaugh's China's Communist Party: Atrophy and Adaptation (reviewed in the Taipei Times on May 11, 2008). The party brooks no organized opposition (what Zheng refers to as a counter-hegemony), does not tolerate the formation of political parties capable of challenging its hold on power, opposes the complete divorcing of party from state, and does not encourage the evolution of democracy as it is understood elsewhere.This said, the CCP is no monolith, as the two books clearly demonstrate, nor has it failed to comprehend the tremendous challenges that have emerged as the country modernizes and embraces capitalism. The party's decision to allow capitalists to become CCP members, which Zheng describes as an epochal development in the politics of the past century, is a case in point.This adaptability, McGregor and Zheng argue, has also had effects on the state's willingness to use force to repress dissent. Though, in the extreme, the security apparatus will not hesitate to violently quell dissent, the preferred means of oppression have become more refined and subtle, relying instead on intimidation and, with increasing success, co-optation.Intra-party democracy, or the ""accommodation of democratic elements,"" which Zheng looks at in more detail than McGregor, is also a product of the CCP's adaptability and, along with economic growth, probably the key to its survival.Both authors point to corruption, particularly among the upper ranks of the CCP, as well as unequal distribution of wealth, as posing the greatest risks to state stability and by extension to the party. McGregor and Zheng cite the demise of the Shanghai clique in the mid-1990s and the use of allegations of corruption to bring top officials to heel as examples of how the war on corruption has become intrinsic to factional politics. McGregor's description of the party apparatus in charge of investigating corruption (and the system that enables officials at the very top to avoid scrutiny) makes for particularly entertaining reading.While there isn't anything fundamentally new about the subjects addressed by the two authors, their exploration of the various CCP departments, and how they intersect and interact with the state apparatus, is very helpful, though Zheng's, which can become so detailed as to name the professors teaching specific classes in the Central Party School, will likely appeal to a very confined group of experts on China.An interesting point where the two works depart, and what makes them complementary, in a way, is in Zheng's attempt to portray the CCP not so much as an oddity, but as the product of the society in which it emerged -- hence the ""reproduction"" in the title. Throughout his book, Zheng makes the case that the CCP's approach to power is contingent on historical continuity and draws from practices implemented back when the country was ruled by emperors. Though this argument could be exploited to make a case against democratization, it nevertheless makes a valid contribution to our understanding of the party's resistance to Western-style democracy and the ostensible lack of widespread calls for such democracy among ordinary Chinese. Interestingly, we learn that Sun Yat-sen ('''), the father of the Republic of China, was also opposed to the creation of public associations outside his party and proposed the idea of ""partifying the masses"" as an alternative to independent social organizations.Ironically, as Zheng points out, historical continuity, i.e., the reproduction of the organizational emperorship, is also the main driver behind the CCP's need to adapt and embrace Marxism's nemeses, such as capitalism and democratic elements, as Chinese history is rife with examples of rigid systems being overthrown by a counter-hegemonic force. As such, to avoid a similar fate, the CCP has no choice but to open up, which in turn empowers other social classes that must be kept in check lest they overturn the system. ""As long as the CCP is able to reproduce itself as an organizational emperor,"" Zheng concludes, ""it is unlikely that China will develop into a Western style of democracy.""These two works come highly recommended. McGregor's is easily devoured in a few sessions, while Zheng's prose, heavy in political jargon and at times repetitive, undermines the book's readability, and as a result its contribution to our understanding of the CCP is unlikely to reach a mass audience.For all his nuanced perspective on the Chinese political system, Zheng also makes an incomprehensible slip toward the end, claiming, after indirectly laudatory passages about the emergence of democracy in Taiwan, that democratization characterized by the emergence of a multiparty system in Taiwan has not enabled the country to improve living standards as effectively as China, and led to corruption, ""social decay"" and ""economic chaos."" Coming as it does in the conclusion of his book, this hyperbolic remark hints at a bias against democracy that raises all kinds of unanswered questions about the book's premise.(Originally published in the Taipei Times, Nov. 7, 2010, p. 14.)","10 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhE%252FlBtTlTkrIaZYTHut9TaCL%252B9mPWisRltYq3nxsWx5SAAAAAGQvy54AAAAB%26reviewId%3DR1R9UIEWVT3W3Z&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hE%2FlBtTlTkrIaZYTHut9TaCL%2B9mPWisRltYq3nxsWx5SAAAAAGQvy54AAAAB&reviewId=R1R9UIEWVT3W3Z","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Nicholas Nahat","4.0 颗星，最多 5 颗星","""Party on, Garth.  er.  Mao.""","2010年8月9日 在美国审核","","I felt as if I was perusing a high-level briefing on the contemporary state of politics in China while reading this book.  The Party demystifies the operations and attitudes of the current Communist Party on a range of the most politically salient areas, including business, the army, the state, and history.  In each chapter, the CCP is shown to be generally adaptive and creative in responding to social stresses, for example by refining its techniques of social control through banishing malcontents to the hinterlands (such as He Weifang, a law professor at elite Peking University, who was exiled from his prestigious post to a small college in far western Xinjiang), and avoiding terror only in the most extreme cases.  The general topics include a number of artfully chose case studies which diligently illustrate the author's theses about the CCP's involvement, attitude, and adaption at all levels of society.  Interesting and helpful analogies are made to various similar institutions in western societies, mainly the UK and the US, such as the tendency of key corporate executives to circulate in government or as advisors in law firms, and help regulate the very industries from which they emerge.  In addition, specific topics only glossed over generally in the press in recent years--SARS, the Sanlu poisoned milk scandal, the bid by CNOOC for Unocal--receive detailed treatment and situates these discrete events in a larger context.Still, one difficulty of the book is a limitation of journalism.  The CCP is not a monolithic, autonomous institution, but one rather situated in history and culture.  At some points, the CCP's anxieties are gestured at, for example, the author speculates that Hu Jintao is probably more concerned with a riot in Yunnan than the goings-on in the U.S. Senate.  A reason this is the case is that there is a theme of centripetal control by the center, as well as centrifugal forces diffusing power to the provinces.  This is hinted at, but could be more explicit--on the other hand, another 'theme' of Chinese history--that of foreign invasion--is well illustrated in a number of cases which animate the Party's concern, for example in periodic Japan-bashing.  This is not a great problem, but demonstrates the limits of a journalist in relating events which might be best understood with the broader brush of the historian.  The author also cannot escape his own biases in presenting an unflattering portrait of Mao and capping the book with a suggestive chapter entitled 'Tombstone,' even as he points out that China will likely continue to pursue its own course, and, indeed, inspire the world, independent of western modes of critique.  The author is very forthright in exposing his own prediction that the Party would collapse with the 'freedom' of capitalism, which has so far been frustrated.  Finally, this is such a vast subject that the book feels more like an executive summary, and could have been fleshed out with much more detail, but of course readability would have suffered as a result.On the whole, the Party is a supple and wise balance sheet of contemporary Chinese politics understood through the keen antennae of a Financial Times journalist, attuned to nuance, and always ready with a telling anecdote.  I recommend it not only as a study of the modern CCP, but also as a model of how books of this type should be written which embrace similar subjects.","3 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAvawgp6gnsjYHuQu50tRl5xSBjtUGvVhiFIY0q%252BQb8iAAAAAGQvy54AAAAB%26reviewId%3DR2TS2EGN22NPPN&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAvawgp6gnsjYHuQu50tRl5xSBjtUGvVhiFIY0q%2BQb8iAAAAAGQvy54AAAAB&reviewId=R2TS2EGN22NPPN","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"B. McEwan","4.0 颗星，最多 5 颗星","How did they do that?","2012年9月8日 在美国审核","","I grew up with the specter of ""Red China"" and all of the 1960s fear and sensationalism that went along with any discussion of communism. Then, as I grew older and more sophisticated (as did the world in general), and after I spent a summer in Hong Kong and had a chance to become acquainted with some mainland Chinese, I began to see that today's China is much more complex than many of us realize. Certainly the People's Republic deserves criticism for its dismal human rights record and its lack of personal freedoms. But you've got to hand it to a government that can lead a nation of 1 billion from Third World poverty to the world's second largest economy in 40 years. The question that kept nagging at me as I read and learned more about the PRC is, how exactly did they do that? Moreover, how do they continue to maintain control of all those people now that the population is mobile, has money and, courtesy of the internet, is able to access more information than ever before, the Great Firewall notwithstanding?The answer, according to this fascinating book, is by controlling personnel. The party weaves an iron bond between itself and the government by controlling all of the key government appointments in the nation. Through an entity called, innocuously, the Central Organization Department, the Communist Party of China is responsible for human resources. That may sound like mere bureaucracy, but in reality it means that the party penetrates every state body in the nation, along with a few private ones. As author Richard MacGregor explains, a comparable body in Washington, DC would appoint the entire federal cabinet, state governors and their deputies, mayors of all major cities, heads of all regulatory agencies, the justices of the Supreme Court and the heads of all major media organizations, such as The New York Times, Wall Street Journal, the Washington Post and heads of the TV, radio and cable networks. It would also control who was appointed to head ExxonMobil, Wal-Mart and other major corporations, as well as the presidents of big universities like Harvard and Yale and the heads of major foundations and think tanks, such as Heritage and Brookings. Plus, all of those appointments would be done in secret.Put in context like that, it is easy to see why the Chinese system is very, very dangerous, and why its principals -- a group of a dozen or so senior party officials -- are smart, powerful and very scary. And it certainly begs the question, at what price comes economic development?There is much more in this revealing, well-written book, but if this bit about the Central Organization department doesn't pique your interest, nothing will. I highly recommend The Party to anyone who wants to know more about China today, and what it is likely to look like tomorrow.","2 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB083ZLHL6T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhKGVikH6IFte1owUvqBhjv50k1qCOZk3%252BLTxjD6%252FEo00AAAAAGQvy54AAAAB%26reviewId%3DR22N1XG3VD2ZKU&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKGVikH6IFte1owUvqBhjv50k1qCOZk3%2BLTxjD6%2FEo00AAAAAGQvy54AAAAB&reviewId=R22N1XG3VD2ZKU","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
